Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54035.81704176661 0.3897301471515727
Redshift 0.0534 0 F
Color -0.08690612009599705 0.014245836351005039
X0 0.0016753662333414373 3.998386885133632e-05
X1 0.3616898786911641 0.09248173224891747
RestFrameMag_0_UX 17.080241605157553 0.0
RestFrameMag_0_B 17.582616727637273 0.025911906993382385
RestFrameMag_0_V 17.6446583732951 0.0
RestFrameMag_0_R 17.708396259341235 0.0
CovDayMaxDayMax 0.15188958759878654 -1
CovDayMaxRestFrameMag_0_B 0.008346000386099263 -1
CovDayMaxX1 -0.021375209732122133 -1
CovDayMaxColor 0.002512187369356565 -1
CovRestFrameMag_0_BDayMax 0.008346000386099263 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.000671426924033699 -1
CovRestFrameMag_0_BX1 -0.0005935071234938448 -1
CovRestFrameMag_0_BColor 0.00026450908822326524 -1
CovX1DayMax -0.021375209732122147 -1
CovX1RestFrameMag_0_B -0.0005935071234938454 -1
CovX1X1 0.008552870799760462 -1
CovX1Color -0.0002416197427739719 -1
CovColorDayMax 0.0025121873693565635 -1
CovColorRestFrameMag_0_B 0.0002645090882232652 -1
CovColorX1 -0.00024161974277397147 -1
CovColorColor 0.00020294385333961655 -1

dmu_estimate 0.03407668148622167
FirstPhase  4.293675938280803
LastPhase  38.46872815016613
LatestNegPhase  1000
EarliestPosPhase  4.293675938280803
NightsNegPhase  0
NightsPosPhase  13

salt3source   1
salt2_version   salt3-f22
