Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53183.88069765744 0.47109870280218213
Redshift 0.613 0 F
Color 0.03634204112643645 0.03570352313259615
X0 4.387240118433565e-06 1.4820056474645083e-07
X1 -0.4204880510592372 0.39212438420929774
RestFrameMag_0_UX 23.714216211668738 0.0
RestFrameMag_0_B 24.038067528405925 0.03667606840910127
RestFrameMag_0_V 23.981490908669002 0.0
RestFrameMag_0_R 23.964623565538865 0.0
CovDayMaxDayMax 0.22193398778189874 -1
CovDayMaxRestFrameMag_0_B -0.0033149087250207987 -1
CovDayMaxX1 -0.08486562538217529 -1
CovDayMaxColor -0.002421631674960083 -1
CovRestFrameMag_0_BDayMax -0.0033149087250207935 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0013451339939490763 -1
CovRestFrameMag_0_BX1 0.01026356868468554 -1
CovRestFrameMag_0_BColor 0.00021956264563756858 -1
CovX1DayMax -0.08486562538217526 -1
CovX1RestFrameMag_0_B 0.01026356868468554 -1
CovX1X1 0.15376153269152093 -1
CovX1Color 0.002567317008623051 -1
CovColorDayMax -0.002421631674960083 -1
CovColorRestFrameMag_0_B 0.00021956264563756828 -1
CovColorX1 0.002567317008623047 -1
CovColorColor 0.0012747415640798282 -1

dmu_estimate 0.12469933208485054
FirstPhase  -6.42324715278654
LastPhase  43.706945035682516
LatestNegPhase  -2.0339105129838453
EarliestPosPhase  7.209734868295443
NightsNegPhase  3
NightsPosPhase  16

salt3source   1
salt2_version   salt3-f22
